Column,AET,AST,Date,House,ISSID,Name Committee,OST,PMG Name,alt,attendance,chairperson,first_name,party_affiliation,province,surname,title
478,14:01:00,13:30:00,2014-10-23 00:00:00,,A00405,Portfolio Committee on Public Works,13:00:00,Donald,N,P,False,Suhla James,DA,,Masango,Mr
479,13:45:00,13:12:00,2014-10-23 00:00:00,,A00406,Porrfolio Committee on Women in the Presidency,13:00:00,Naledi,N,P,False,Nomsa Innocencia,DA,,Tarabella Marchesi,Ms
480,14:00:00,13:00:00,2014-10-23 00:00:00,,A00407,Portfolio Committee on Home Affairs,13:00:00,Brenda,N,P,False,Mohammed Haniff,DA,,Hoosen,Mr
481,17:20:00,14:05:00,2014-10-23 00:00:00,,A00408,Standing Committee on Auditor-General,14:00:00,Amanda,N,AP,False,Malcolm John,DA,,Cardo,Mr
482,14:00:00,12:30:00,2014-10-23 00:00:00,,A00409,Standing Committee on Appropriations,12:30:00,Dirk,N,P,False,Malcolm John,DA,,Figg,Mr
483,14:00:00,12:30:00,2014-10-23 00:00:00,,A00410,Standing Committee on Finance,12:30:00,Dirk,N,P,False,Dion Travers,DA,,George,Dr
484,14:00:00,12:30:00,2014-10-23 00:00:00,NCOP,A00411,Select Committee on Finance,12:30:00,Dirk,Y,,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
485,14:00:00,12:30:00,2014-10-23 00:00:00,NCOP,A00412,Select Committee on Appropriations,12:30:00,Dirk,Y,,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
486,12:33:00,09:00:00,2014-10-24 00:00:00,,A00413,Portfolio Committee on Tourism,09:00:00,Ismail,N,P,False,Gregory Rudy,DA,,Krumbock,Mr
487,12:45:00,08:30:00,2014-10-24 00:00:00,,A00414,Portfolio Committee on Trade and Industry,08:30:00,Tsanga,N,P,False,Geordin Gwyn,DA,,Hill-Lewis,Mr
488,10:45:00,09:16:00,2014-10-24 00:00:00,,A00415,Portfolio Committee on Mineral Resources,09:00:00,Donald,N,AP,False,Hendrik Cornelus,DA,,Schmidt,Mr
489,12:33:00,09:12:00,2014-10-24 00:00:00,,A00416,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Naledi,N,P,False,Cameron,DA,,Mackenzie,Mr
490,11:20:00,09:30:00,2014-10-24 00:00:00,,A00417,Portfolio Committee on Economic Development,09:30:00,Karen,N,L,False,Patrick George,DA,,Atkinson,Mr
491,13:40:00,11:15:00,2014-10-24 00:00:00,,A00418,Portfolio Committee on International Relations and Co-operation,11:00:00,Tsanga,N,A,False,Santosh Vinita,DA,,Kalyan,Ms
492,11:30:00,09:10:00,2014-10-24 00:00:00,,A00419,Standing Committee on Appropriations,09:00:00,Shingirai,N,P,False,Malcolm John,DA,,Figg,Mr
493,11:43:00,09:05:00,2014-10-24 00:00:00,,A00420,Standing Committee on Auditor-General,09:00:00,Amanda,N,P,False,Malcolm John,DA,,Cardo,Mr
494,11:30:00,09:00:00,2014-10-24 00:00:00,NCOP,A00421,Select Committee on Appropriations,09:00:00,Shingirai,Y,AP,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
495,12:15:00,09:10:00,2014-10-28 00:00:00,,A00422,Portfolio Committee on Human Settlements,09:00:00,Megan,Y,P,False,Tarnia Elena,DA,,Baker,Ms
496,13:00:00,09:20:00,2014-10-28 00:00:00,,A00423,Portfolio Committee on Trade and Industry,09:00:00,Kavuro,N,P,False,Geordin Gwyn,DA,,Hill-Lewis,Mr
497,11:00:00,09:00:00,2014-10-28 00:00:00,,A00424,Portfolio Committee on Arts and Culture,09:00:00,Brenda,N,P,False,Gregory Allen,DA,,Grootboom,Mr
498,13:00:00,09:30:00,2014-10-28 00:00:00,,A00425,Portfolio Committee on Sports and Recreation,09:30:00,Sean,N,P,False,Darren,DA,,Bergman,Mr
499,13:00:00,09:30:00,2014-10-28 00:00:00,,A00426,Portfolio Committee on Basic Education,09:30:00,Sean,Y,P,False,Hildegard Sonja,DA,,Boshoff,Ms
500,10:20:00,09:41:00,2014-10-28 00:00:00,,A00427,Portfolio Committee on Communications,09:30:00,Tolulope,N,P,False,Gavin Richard,DA,,Davis,Mr
501,13:27:00,09:40:00,2014-10-28 00:00:00,,A00428,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,A,False,Risimati Thompson,ANC,,Mavunda,Mr
502,13:30:00,09:46:00,2014-10-28 00:00:00,,A00429,Portfolio Committee on Economic Development,09:00:00,Naledi,N,DE,False,Patrick George,DA,,Atkinson,Mr
503,11:30:00,09:45:00,2014-10-28 00:00:00,,A00430,Porrfolio Committee on Women in the Presidency,09:30:00,Chelsea,N,P,False,Nomsa Innocencia,DA,,Tarabella Marchesi,Ms
504,11:30:00,10:00:00,2014-10-28 00:00:00,,A00431,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Ismail,N,P,False,Bennet Mzwenqaba,DA,,Bhanga,Mr
505,12:45:00,10:00:00,2014-10-28 00:00:00,,A00432,Portfolio Committee on Public Works,09:30:00,Sivuyile,N,A,False,Suhla James,DA,,Masango,Mr
506,11:45:00,10:30:00,2014-10-28 00:00:00,,A00433,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,A,False,Vincent George,ANC,,Smith,Mr
507,12:00:00,10:15:00,2014-10-28 00:00:00,,A00434,Portfolio Committee on Energy,10:00:00,Sharon,N,P,False,Lance William,DA,,Greyling,Mr
508,13:05:00,10:05:00,2014-10-28 00:00:00,,A00435,"Portfolio Committee on Agriculture, Forestry and Fisheries",10:00:00,Catherine,N,P,False,Tete Ramalie Jonas Ezekiel,ANC,,Ramokhoase,Ms
509,12:16:00,11:02:00,2014-10-28 00:00:00,,A00436,Portfolio Committee on Labour,11:00:00,Obdiah,N,P,False,Derrick,DA,,America,Mr
510,14:00:00,10:03:00,2014-10-28 00:00:00,,A00437,Powers and Privileges of Parlaiment,10:00:00,Shingirai,N,A,False,Joyce Clementine,ANC,,Moloi-Moropa,Ms
511,12:50:00,09:04:00,2014-10-28 00:00:00,NCOP,A00438,Select Committee on Finance,09:00:00,Yunus,Y,AP,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
512,13:00:00,10:00:00,2014-10-28 00:00:00,NCOP,A00439,Select Committee on Co-operative Governance and Traditional Affairs,10:00:00,Mzwandile,N,P,False,Setlamorago Godfrey,ANC,Limpopo,Thobejane,Mr
513,12:40:00,10:10:00,2014-10-28 00:00:00,NCOP,A00440,Select Committee on Land and Mineral Resources,10:00:00,Chuma,Y,P,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
514,12:40:00,10:10:00,2014-10-28 00:00:00,NCOP,A00441,Select Committee on Economic Development,10:00:00,Amanda,Y,A,False,Jonas Phello,ANC,Free State,Parkies,Mr
515,12:43:00,10:11:00,2014-10-28 00:00:00,NCOP,A00442,Select Committee on Social Services,10:00:00,Laura,N,P,False,Lungelwa Lynette,ANC,KwaZulu Natal,Zwane,Ms
516,13:20:00,10:00:00,2014-10-28 00:00:00,,A00443,Standing Committee on Appropriations,10:00:00,Dirk,N,P,False,Malcolm John,DA,,Figg,Mr
517,12:50:00,09:04:00,2014-10-28 00:00:00,,A00444,Standing Committee on Finance,09:00:00,Yunus,N,P,False,Dion Travers,DA,,George,Dr
518,12:00:00,10:20:00,2014-10-28 00:00:00,,A00445,Standing Committee on Public Accounts,10:00:00,Sarita,N,P,False,Vincent George,ANC,,Smith,Mr
519,12:35:00,10:15:00,2014-10-29 00:00:00,,A00446,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,P,False,Vincent George,ANC,,Smith,Mr
520,13:20:00,10:00:00,2014-10-29 00:00:00,,A00447,Portfolio Committee on Public Services and Administration,09:30:00,Olusula,N,P,False,Sejamotopo Charles,DA,,Motau,Mr
521,21:00:00,09:26:00,2014-10-29 00:00:00,,A00448,Portfolio Committee on Health,09:00:00,Chuma,N,P,False,Wilmot Godfrey,DA,,James,Dr
522,13:15:00,09:02:00,2014-10-29 00:00:00,,A00449,Portfolio Committee on Police,09:00:00,Monique,N,AP,False,Dianne,DA,,Kohler,Ms
523,11:30:00,09:13:00,2014-10-29 00:00:00,,A00450,Portfolio Committee on Mineral Resources,09:00:00,Amanda,N,P,False,Hendrik Cornelus,DA,,Schmidt,Mr
524,13:10:00,09:46:00,2014-10-29 00:00:00,,A00451,Portfolio Committee on Higher Education and Training,09:00:00,Naledi,N,P,False,Belinda,DA,,Bozzoli,Dr
525,13:00:00,09:45:00,2014-10-29 00:00:00,,A00452,Portfolio Committee on Small Business Development,09:00:00,Nkululeko,N,P,False,Roger William Tobias,DA,,Chance,Mr
526,11:45:00,09:47:00,2014-10-29 00:00:00,,A00453,Portfolio Committee on Public Enterprises,09:30:00,Tolulope,N,P,False,Rembuluwani Moses,ANC,,Tseli,Mr
527,12:29:00,09:36:00,2014-10-29 00:00:00,,A00454,Portfolio Committee on Rural Development and Land Reform,09:30:00,Laura,N,P,False,Tsepo Winston,DA,,Mhlongo,Mr
528,13:58:00,10:00:00,2014-10-29 00:00:00,,A00455,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Sivuyile,N,A,False,Zisiwe Beauty Nosimo,DA,,Balindlela,Ms
529,12:27:00,10:12:00,2014-10-29 00:00:00,,A00456,Portfolio Committee on Social Development,10:00:00,Megan,Y,P,False,Karen,DA,,De Kock,Ms
530,11:05:00,10:00:00,2014-10-29 00:00:00,,A00457,Portfolio Committee on Defence and Military Veterans,10:00:00,Ismail,N,P,False,James Jim,ANC,,Skosana,Mr
531,14:35:00,13:00:00,2014-10-29 00:00:00,,A00458,Portfolio Committee on Tourism,13:00:00,Ismail,N,A,False,Gregory Rudy,DA,,Krumbock,Mr
532,12:20:00,10:11:00,2014-10-29 00:00:00,,A00459,Portfolio Committee on International Relations and Co-operation,10:00:00,Luvuyo,N,P,False,Santosh Vinita,DA,,Kalyan,Ms
533,13:00:00,09:05:00,2014-10-29 00:00:00,,A00460,Standing Committee on Appropriations,09:00:00,Yunus,N,P,False,Malcolm John,DA,,Figg,Mr
534,13:04:00,10:00:00,2014-10-29 00:00:00,,A00461,Standing Committee on Finance,10:00:00,Callixte,N,P,False,Dion Travers,DA,,George,Dr
535,12:15:00,09:15:00,2014-10-29 00:00:00,,A00462,Standing Committee on Public Accounts,09:00:00,Dirk,N,A,False,Vincent George,ANC,,Smith,Mr
536,13:00:00,09:05:00,2014-10-29 00:00:00,NCOP,A00463,Select Committee on Appropriations,09:05:00,Yunus,Y,A,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
537,13:15:00,10:03:00,2014-10-29 00:00:00,NCOP,A00464,Select Committee on Communications and Public Enterprises,10:00:00,Shingirai,Y,P,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
538,12:23:00,10:05:00,2014-10-29 00:00:00,NCOP,A00465,Select Committee on Trade and International Relations,10:00:00,Chelsea,N,A,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
539,12:15:00,10:10:00,2014-10-29 00:00:00,NCOP,A00466,Select Committee on Education and Recreation,10:00:00,Mzwandile,Y,A,False,Winile Prudence,ANC,KwaZulu Natal,Zondi,Ms
540,12:30:00,10:00:00,2014-10-29 00:00:00,NCOP,A00467,Select Committee on Security and Justice,10:00:00,Farai,Y,A,False,Litho,ANC,Eastern Cape,Suka,Mr
541,09:00:00,08:00:00,2014-10-30 00:00:00,Joint,A00468,Joint Standing Committee on Defence,08:00:00,Mzwandile,N,P,False,Malusi Stanley,ANC,,Motimele,Mr
542,14:30:00,12:35:00,2014-10-30 00:00:00,,A00469,Standing Committee on Finance,12:30:00,Mzwandile,N,A,False,Dion Travers,DA,,George,Dr
543,21:36:00,18:31:00,2014-10-30 00:00:00,,A00470,Ad Hoc Committee Nkandla,18:30:00,Megan,N,A,False,Glynnis,DA,,Breytenbach,Adv
544,12:35:00,12:30:00,2014-10-30 00:00:00,NCOP,A00471,Select Committee on Finance,12:30:00,Mzwandile,Y,A,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
545,13:30:00,09:00:00,2014-10-31 00:00:00,,A00472,Portfolio Committee on Police,09:00:00,Shingirai,N,P,False,Dianne,DA,,Kohler,Ms
546,15:28:00,09:20:00,2014-10-31 00:00:00,,A00473,Portfolio Committee on Health,09:00:00,Chuma,N,P,False,Wilmot Godfrey,DA,,James,Dr
547,14:56:00,11:30:00,2014-10-31 00:00:00,,A00474,Portfolio Committee on Telecommunications and Postal Services,11:30:00,Sean,N,P,False,Cameron,DA,,Mackenzie,Mr
548,13:30:00,09:15:00,2014-11-04 00:00:00,,A00475,Portfolio Committee on Arts and Culture,09:00:00,Amanda Rinquest,N,P,False,Gregory Allen,DA,,Grootboom,Mr
549,11:15:00,10:20:00,2014-11-04 00:00:00,,A00476,Porrfolio Committee on Women in the Presidency,09:00:00,Sarita,N,P,False,Nomsa Innocencia,DA,,Tarabella Marchesi,Ms
550,13:00:00,10:09:00,2014-11-04 00:00:00,,A00477,Portfolio Committee on Human Settlements,10:00:00,Chuma,Y,P,False,Tarnia Elena,DA,,Baker,Ms
551,12:15:00,10:15:00,2014-11-04 00:00:00,,A00478,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,AP,False,Vincent George,ANC,,Smith,Mr
552,12:50:00,09:00:00,2014-11-04 00:00:00,,A00479,Portfolio Committee on Home Affairs,09:00:00,Shingirai,N,P,False,Mohammed Haniff,DA,,Hoosen,Mr
553,13:10:00,10:20:00,2014-11-04 00:00:00,,A00480,"Portfolio Committee on Agriculture, Forestry and Fisheries",09:00:00,Olusula,N,P,False,Tete Ramalie Jonas Ezekiel,ANC,,Ramokhoase,Ms
554,12:45:00,09:45:00,2014-11-04 00:00:00,,A00481,Portfolio Committee on Transport,09:30:00,Nkululeko,N,P,False,Manuel Simão Franca,DA,,De Freitas,Mr
555,13:10:00,09:10:00,2014-11-04 00:00:00,,A00482,Portfolio Committee on Basic Education,09:00:00,Karen,Y,P,False,Hildegard Sonja,DA,,Boshoff,Ms
556,12:07:00,09:36:00,2014-11-04 00:00:00,,A00483,Portfolio Committee on Public Works,09:30:00,Chelsea,N,A,False,Suhla James,DA,,Masango,Mr
557,12:41:00,09:31:00,2014-11-04 00:00:00,,A00484,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,N,L,False,Darren,DA,,Bergman,Mr
558,13:15:00,10:08:00,2014-11-04 00:00:00,,A00485,Portfolio Committee on Economic Development,09:30:00,Mary,N,L,False,Patrick George,DA,,Atkinson,Mr
559,12:31:00,09:30:00,2014-11-04 00:00:00,,A00486,Portfolio Committee on Trade and Industry,09:30:00,Kavuro,N,P,False,Geordin Gwyn,DA,,Hill-Lewis,Mr
560,13:12:00,09:40:00,2014-11-04 00:00:00,,A00487,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,A,False,Risimati Thompson,ANC,,Mavunda,Mr
561,11:30:00,09:55:00,2014-11-04 00:00:00,,A00488,Portfolio Committee on Energy,09:30:00,Amanda,N,P,False,Lance William,DA,,Greyling,Mr
562,12:40:00,10:00:00,2014-11-04 00:00:00,,A00489,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Ismal,N,P,False,Bennet Mzwenqaba,DA,,Bhanga,Mr
563,,10:00:00,2014-11-04 00:00:00,,A00490,Standing Committee on Appropriations,10:00:00,Dirk,N,P,False,Malcolm John,DA,,Figg,Mr
564,11:45:00,10:00:00,2014-11-04 00:00:00,,A00491,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Dion Travers,DA,,George,Dr
565,11:20:00,10:15:00,2014-11-04 00:00:00,NCOP,A00492,Select Committee on Land and Mineral Resources,10:00:00,Tolulope,Y,P,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
566,13:00:00,11:30:00,2014-11-04 00:00:00,NCOP,A00493,Select Committee on Economic Development,11:00:00,Amanda,Y,A,False,Jonas Phello,ANC,Free State,Parkies,Mr
567,12:20:00,09:10:00,2014-11-05 00:00:00,,A00494,Portfolio Committee on Labour,09:00:00,Sarita,N,P,False,Derrick,DA,,America,Mr
568,13:27:00,09:10:00,2014-11-05 00:00:00,,A00495,Portfolio Committee on Health,09:00:00,Chuma,N,P,False,Wilmot Godfrey,DA,,James,Dr
569,12:30:00,09:10:00,2014-11-05 00:00:00,,A00496,Portfolio Committee on Mineral Resources,09:00:00,Amanda,N,P,False,Hendrik Cornelus,DA,,Schmidt,Mr
570,13:20:00,09:30:00,2014-11-05 00:00:00,,A00497,Portfolio Committee on Police,09:00:00,Monique,N,P,False,Dianne,DA,,Kohler,Ms
571,14:43:00,09:23:00,2014-11-05 00:00:00,,A00498,Portfolio Committee on Small Business Development,09:00:00,Sean,N,P,False,Roger William Tobias,DA,,Chance,Mr
572,14:00:00,09:45:00,2014-11-05 00:00:00,,A00499,Portfolio Committee on Public Services and Administration,09:30:00,Kavuro,N,P,False,Sejamotopo Charles,DA,,Motau,Mr
573,15:10:00,09:42:00,2014-11-05 00:00:00,,A00500,Portfolio Committee on Higher Education and Training,09:30:00,Alison,N,P,False,Belinda,DA,,Bozzoli,Dr
574,12:02:00,09:46:00,2014-11-05 00:00:00,,A00501,Portfolio Committee on Science and Technology,09:30:00,Megan,N,P,False,Annelie,DA,,Lotriet,Dr
575,12:00:00,09:35:00,2014-11-05 00:00:00,,A00502,Portfolio Committee on Public Enterprises,09:30:00,Nkululeko,N,P,False,Rembuluwani Moses,ANC,,Tseli,Mr
576,12:15:00,09:45:00,2014-11-05 00:00:00,,A00503,Portfolio Committee on Rural Development and Land Reform,09:30:00,Sivuyile,N,P,False,Tsepo Winston,DA,,Mhlongo,Mr
577,13:45:00,10:05:00,2014-11-05 00:00:00,,A00504,Portfolio Committee on International Relations and Co-operation,10:00:00,Donald,N,P,False,Santosh Vinita,DA,,Kalyan,Ms
578,,10:08:00,2014-11-05 00:00:00,,A00505,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Olusula,N,L,False,Zisiwe Beauty Nosimo,DA,,Balindlela,Ms
579,12:05:00,10:00:00,2014-11-05 00:00:00,,A00506,Portfolio Committee on Justice and Correctional Services,10:00:00,Shingirai,N,P,False,Vincent George,ANC,,Smith,Mr
580,11:05:00,10:12:00,2014-11-05 00:00:00,,A00507,Portfolio Committee on Defence and Military Veterans,10:00:00,Verne,N,P,False,James Jim,ANC,,Skosana,Mr
581,12:00:00,10:05:00,2014-11-05 00:00:00,,A00508,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Dion Travers,DA,,George,Dr
582,13:00:00,09:30:00,2014-11-05 00:00:00,,A00509,Standing Committee on Appropriations,09:30:00,Dirk,N,P,False,Malcolm John,DA,,Figg,Mr
583,14:40:00,13:30:00,2014-11-05 00:00:00,,A00510,Standing Committee on Appropriations,13:30:00,Naledi,N,P,False,Malcolm John,DA,,Figg,Mr
584,12:12:00,10:08:00,2014-11-05 00:00:00,,A00511,Portfolio Committee on Social Development,10:00:00,Laura,Y,P,False,Karen,DA,,De Kock,Ms
585,12:45:00,10:00:00,2014-11-05 00:00:00,NCOP,A00512,Select Committee on Communications and Public Enterprises,10:00:00,Shirley,Y,P,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
586,12:45:00,10:04:00,2014-11-05 00:00:00,NCOP,A00513,Select Committee on Trade and International Relations,10:00:00,Ismail,N,A,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
587,13:35:00,10:00:00,2014-11-05 00:00:00,NCOP,A00514,Select Committee on Education and Recreation,10:00:00,Stephanie,Y,A,False,Winile Prudence,ANC,KwaZulu Natal,Zondi,Ms
588,16:20:00,14:08:00,2014-11-05 00:00:00,NCOP,A00515,Select Committee on Security and Justice,14:00:00,Donald,Y,A,False,Litho,ANC,Eastern Cape,Suka,Mr
589,19:32:00,10:02:00,2014-11-05 00:00:00,NCOP,A00516,Select Committee on Petitions and Executive Undertakings,10:00:00,Tshepiso,Y,A,False,Litho,ANC,,Suka,Mr
590,10:15:00,08:10:00,2014-11-06 00:00:00,,A00517,Portfolio Committee on Defence and Military Veterans,08:00:00,Verne,N,P,False,James Jim,ANC,,Skosana,Mr
591,14:00:00,12:45:00,2014-11-06 00:00:00,,A00518,Portfolio Committee on Trade and Industry,12:30:00,Nkululeko,N,P,False,Geordin Gwyn,DA,,Hill-Lewis,Mr
592,20:10:00,18:10:00,2014-11-06 00:00:00,,A00519,Ad Hoc Committee Nkandla,17:00:00,Tsanga,N,A,False,Glynnis,DA,,Breytenbach,Adv
593,10:00:00,08:30:00,2014-11-07 00:00:00,,A00520,Portfolio Committee on Trade and Industry,08:30:00,Kavuro,N,P,False,Geordin Gwyn,DA,,Hill-Lewis,Mr
594,13:50:00,09:15:00,2014-11-07 00:00:00,,A00521,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Tolulope,N,P,False,Cameron,DA,,Mackenzie,Mr
595,11:45:00,09:00:00,2014-11-07 00:00:00,,A00522,Portfolio Committee on Tourism,09:00:00,Ismail,N,AP,False,Gregory Rudy,DA,,Krumbock,Mr
596,10:17:00,09:00:00,2014-11-07 00:00:00,,A00523,Powers and Privileges of Parlaiment,09:00:00,Shingirai,N,A,False,Joyce Clementine,ANC,,Moloi-Moropa,Ms
597,11:00:00,09:00:00,2014-11-07 00:00:00,NCOP,A00524,Select Committee on Social Services,09:00:00,Catherine,N,P,False,Lungelwa Lynette,ANC,KwaZulu Natal,Zwane,Ms
598,11:50:00,09:05:00,2014-11-07 00:00:00,NCOP,A00525,Select Committee on Appropriations,09:00:00,Mwewa,Y,AP,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
599,21:00:00,10:20:00,2014-11-10 00:00:00,,A00526,Powers and Privileges of Parlaiment,10:00:00,Shingirai,N,A,False,Joyce Clementine,ANC,,Moloi-Moropa,Ms
600,12:20:00,09:30:00,2014-11-11 00:00:00,,A00527,Portfolio Committee on Communications,09:30:00,Shingirai,N,P,False,Gavin Richard,DA,,Davis,Mr
601,13:31:00,09:32:00,2014-11-11 00:00:00,,A00528,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,N,P,False,Darren,DA,,Bergman,Mr
602,12:15:00,09:45:00,2014-11-11 00:00:00,,A00529,Portfolio Committee on Economic Development,09:30:00,Naledi,N,P,False,Patrick George,DA,,Atkinson,Mr
603,12:20:00,09:30:00,2014-11-11 00:00:00,,A00530,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Karen,N,P,False,Bennet Mzwenqaba,DA,,Bhanga,Mr
604,13:00:00,10:15:00,2014-11-11 00:00:00,,A00531,Portfolio Committee on Energy,10:00:00,Amanda,N,P,False,Lance William,DA,,Greyling,Mr
605,13:20:00,09:30:00,2014-11-11 00:00:00,,A00532,Porrfolio Committee on Women in the Presidency,10:00:00,Sarita,N,P,False,Nomsa Innocencia,DA,,Tarabella Marchesi,Ms
606,10:33:00,10:03:00,2014-11-11 00:00:00,,A00533,Portfolio Committee on Environmental Affairs,10:00:00,Monique,N,A,False,Risimati Thompson,ANC,,Mavunda,Mr
607,12:06:00,10:10:00,2014-11-11 00:00:00,,A00534,Portfolio Committee on Defence and Military Veterans,10:00:00,Mary,N,A,False,James Jim,ANC,,Skosana,Mr
608,16:02:00,14:14:00,2014-11-11 00:00:00,,A00535,Ad Hoc Committee Nkandla,14:00:00,Megan,N,A,False,Glynnis,DA,,Breytenbach,Adv
609,13:16:00,09:30:00,2014-11-11 00:00:00,,A00536,Portfolio Committee on Home Affairs,09:00:00,Laura,N,P,False,Mohammed Haniff,DA,,Hoosen,Mr
610,13:22:00,09:00:00,2014-11-11 00:00:00,,A00537,Portfolio Committee on Arts and Culture,09:00:00,Megan,N,P,False,Gregory Allen,DA,,Grootboom,Mr
611,13:07:00,09:33:00,2014-11-11 00:00:00,,A00538,Portfolio Committee on Human Settlements,09:30:00,Chuma,Y,P,False,Tarnia Elena,DA,,Baker,Ms
612,12:00:00,09:20:00,2014-11-11 00:00:00,,A00539,Portfolio Committee on Public Services and Administration,09:00:00,Amanda Rinquest,N,A,False,Sejamotopo Charles,DA,,Motau,Mr
613,,10:30:00,2014-11-11 00:00:00,,A00540,Portfolio Committee on Trade and Industry,10:30:00,Kavuro,N,P,False,Geordin Gwyn,DA,,Hill-Lewis,Mr
614,13:00:00,09:40:00,2014-11-11 00:00:00,,A00541,Portfolio Committee on Transport,09:30:00,Nkululeko,N,DE,False,Manuel Simão Franca,DA,,De Freitas,Mr
615,12:30:00,09:35:00,2014-11-11 00:00:00,,A00542,Portfolio Committee on Basic Education,09:30:00,Verne,Y,P,False,Hildegard Sonja,DA,,Boshoff,Ms
616,12:30:00,09:30:00,2014-11-11 00:00:00,,A00543,Portfolio Committee on Public Works,09:30:00,Sivuyile,N,P,False,Suhla James,DA,,Masango,Mr
617,11:45:00,10:00:00,2014-11-11 00:00:00,,A00544,Standing Committee on Appropriations,10:00:00,Dirk,N,P,False,Malcolm John,DA,,Figg,Mr
618,13:07:00,11:35:00,2014-11-11 00:00:00,,A00545,Standing Committee on Finance,11:30:00,Monique,N,P,False,Dion Travers,DA,,George,Dr
619,11:55:00,09:05:00,2014-11-11 00:00:00,,A00546,Standing Committee on Public Accounts,09:00:00,Tsanga,N,A,False,Vincent George,ANC,,Smith,Mr
620,14:07:00,10:00:00,2014-11-11 00:00:00,NCOP,A00547,Select Committee on Social Services,10:00:00,Chelsea,N,P,False,Lungelwa Lynette,ANC,KwaZulu Natal,Zwane,Ms
621,12:21:00,10:00:00,2014-11-11 00:00:00,NCOP,A00548,Select Committee on Land and Mineral Resources,10:00:00,Tshepiso,Y,P,False,Mandla Isaac,ANC,Eastern Cape,Rayi,Mr
622,,10:03:00,2014-11-11 00:00:00,NCOP,A00549,Select Committee on Co-operative Governance and Traditional Affairs,10:00:00,Mpho,N,P,False,Setlamorago Godfrey,ANC,Limpopo,Thobejane,Mr
623,12:30:00,10:00:00,2014-11-11 00:00:00,NCOP,A00550,Select Committee on Economic Development,10:00:00,Sharon,Y,A,False,Jonas Phello,ANC,Free State,Parkies,Mr
624,11:05:00,10:05:00,2014-11-11 00:00:00,NCOP,A00551,Select Committee on Appropriations,10:05:00,Ismail,Y,AP,False,Eugene Jeffrey,DA,Western Cape,Von Brandis,Mr
625,13:15:00,09:10:00,2014-11-12 00:00:00,,A00552,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,P,False,Vincent George,ANC,,Smith,Mr
626,13:56:00,09:05:00,2014-11-12 00:00:00,,A00553,Portfolio Committee on Police,09:00:00,Monique,N,AP,False,Dianne,DA,,Kohler,Ms
627,11:00:00,09:05:00,2014-11-12 00:00:00,,A00554,Standing Committee on Public Accounts,09:00:00,Nkululeko,N,A,False,Vincent George,ANC,,Smith,Mr
628,12:05:00,09:15:00,2014-11-12 00:00:00,,A00555,Portfolio Committee on Mineral Resources,09:00:00,Mwewa,N,P,False,Hendrik Cornelus,DA,,Schmidt,Mr
629,12:45:00,10:00:00,2014-11-12 00:00:00,,A00556,Portfolio Committee on International Relations and Co-operation,10:00:00,Ismail,N,P,False,Santosh Vinita,DA,,Kalyan,Ms
630,14:15:00,09:30:00,2014-11-12 00:00:00,,A00557,Portfolio Committee on Higher Education and Training,09:30:00,Alison,N,P,False,Belinda,DA,,Bozzoli,Dr
631,13:30:00,09:40:00,2014-11-12 00:00:00,,A00558,Portfolio Committee on Small Business Development,09:30:00,Catherine,N,P,False,Roger William Tobias,DA,,Chance,Mr
632,11:52:00,09:30:00,2014-11-12 00:00:00,,A00559,Portfolio Committee on Rural Development and Land Reform,09:00:00,Olusula,N,P,False,Tsepo Winston,DA,,Mhlongo,Mr
633,13:00:00,10:00:00,2014-11-12 00:00:00,,A00560,Standing Committee on Appropriations,10:00:00,Dirk,N,P,False,Malcolm John,DA,,Figg,Mr
